doy,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
306,0.003,0.005,0,0,0,0.011,0.019,0,0,0.061,0,0.005,0,0,0.017,0.003,0.033,0,0,0.005,0.015,0.005,0.008
307,0.003,0.008,0,0,0,0.022,0.01,0,0,0.052,0,0.116,0,0,0.017,0,0.01,0,0,0.003,0.015,0,0
308,0.003,0.005,0,0,0,0.025,0.017,0,0,0.034,0,0.149,0,0,0.01,0,0,0,0,0,0.034,0,0
309,0.003,0.005,0.005,0,0,0.041,0.026,0,0,0.032,0,0.115,0,0,0.005,0.001,0,0,0,0,0.036,0,0
310,0.003,0.005,0.005,0,0,0.038,0.025,0,0,0.029,0,0.062,0,0,0.005,0.001,0,0,0,0,0.026,0,0
311,0.003,0.005,0.005,0.003,0,0.038,0.013,0,0,0.024,0,0.046,0,0,0.005,0.004,0,0,0,0,0.014,0,0.001
312,0.003,0.005,0.005,0.009,0,0.032,0.013,0.003,0,0.019,0,0.037,0,0.005,0.005,0,0,0,0,0,0.008,0,0.004
313,0.003,0.005,0,0.025,0.003,0.032,0.01,0.003,0,0.019,0,0.034,0,0.008,0.005,0.005,0,0,0,0,0.005,0,0.004
314,0.003,0.007,0,0.037,0.003,0.032,0.01,0.003,0.003,0.019,0,0.034,0.025,0.003,0.005,0.003,0,0,0,0.003,0.005,0,0.004
315,0.003,0.003,0,0.037,0.003,0.029,0.008,0.005,0,0.017,0,0.024,0.043,0.003,0.003,0.003,0,0,0,0,0.005,0,0.004
316,0,0.003,0.003,0.02,0.003,0.027,0.005,0,0,0.017,0,0.022,0.056,0,0.003,0.003,0,0,0.003,0,0.005,0,0.005
317,0,0.003,0.003,0.014,0,0.022,0.005,0,0.005,0.034,0,0.023,0.034,0,0.006,0,0,0,0.014,0,0.008,0,0.004
318,0,0.003,0.003,0.012,0,0.022,0.01,0,0.007,0.028,0,0.031,0.029,0,0.006,0,0,0,0.023,0,0.005,0,0.004
319,0,0.005,0.003,0.014,0.001,0.022,0.01,0,0.005,0.015,0,0.035,0.027,0,0.007,0.005,0,0,0.027,0.003,0.009,0,0.005
320,0,0.008,0.003,0.013,0.013,0.022,0.005,0,0.005,0.027,0,0.11,0.024,0,0.004,0.007,0,0,0.056,0.007,0.012,0,0.005
321,0,0.05,0.003,0.005,0.076,0.024,0.005,0,0.005,0.048,0,0.141,0.024,0.003,0.003,0.01,0,0,0.023,0.007,0.009,0,0.01
322,0,0.055,0.003,0.005,0.088,0.024,0.008,0,0.005,0.048,0,0.146,0.024,0.007,0.003,0.003,0,0,0.016,0.007,0.009,0,0.005
323,0,0.039,0.003,0.005,0.057,0.026,0.01,0.006,0.013,0.043,0,0.155,0.019,0.007,0.004,0.003,0,0.001,0.013,0.005,0.009,0.008,0.004
324,0,0.033,0.003,0.003,0.032,0.05,0.008,0.048,0.048,0.029,0,0.108,0.009,0.009,0.004,0.003,0,0.013,0.005,0.005,0.009,0.007,0.004
325,0,0.028,0.003,0.002,0.031,0.087,0.005,0.1,0.058,0.019,0,0.088,0.009,0.007,0.069,0.003,0,0.035,0.013,0.003,0.011,0.007,0.003
326,0,0.02,0,0.003,0.083,0.088,0.005,0.113,0.033,0.017,0,0.085,0.009,0.007,0.093,0,0,0.035,0.016,0.003,0.009,0.007,0.003
327,0,0.02,0,0.002,0.218,0.08,0.004,0.091,0.031,0.013,0,0.08,0.017,0,0.101,0,0,0.039,0.016,0.003,0.007,0.007,0.002
328,0.003,0.02,0.079,0.003,0.293,0.077,0.004,0.084,0.017,0.013,0,0.078,0.016,0,0.13,0,0,0.039,0.02,0.003,0.007,0.003,0.053
329,0.003,0.018,0.069,0.008,0.329,0.073,0.004,0.082,0.017,0.017,0,0.067,0.017,0,0.126,0,0,0.035,0.017,0.003,0.007,0.003,0.067
330,0,0.028,0.055,0.009,0.37,0.065,0.004,0.079,0.012,0.014,0.003,0.057,0.011,0,0.151,0,0,0.033,0.01,0.003,0.007,0.003,0.056
331,0,0.029,0.049,0.009,0.376,0.035,0.003,0.074,0.009,0.012,0,0.048,0.011,0,0.144,0,0,0.032,0.02,0.016,0.018,0.002,0.047
332,0.005,0.037,0.039,0.013,0.375,0.021,0.005,0.066,0.003,0.012,0,0.048,0.01,0,0.136,0,0,0.031,0.014,0.011,0.013,0.001,0.033
333,0.018,0.059,0.035,0.008,0.322,0.018,0.005,0.059,0.072,0.012,0,0.046,0.009,0,0.128,0.003,0,0.059,0.009,0.001,0.017,0.009,0.027
334,0.029,0.057,0.029,0.003,0.307,0.012,0.005,0.049,0.045,0.012,0,0.042,0.005,0,0.118,0.005,0.02,0.041,0.011,0.004,0.007,0.029,0.022
335,0.039,0.056,0.028,0.003,0.269,0.013,0.008,0.038,0.019,0.01,0,0.039,0.009,0.005,0.092,0.052,0.122,0.021,0.002,0.005,0.007,0.035,0.02
336,0.036,0.051,0.021,0.005,0.234,0.011,0.005,0.05,0.014,0.01,0,0.036,0.005,0.043,0.082,0.05,0.25,0.019,0.008,0.01,0.007,0.032,0.019
337,0.034,0.077,0.024,0.005,0.22,0.011,0.005,0.045,0.014,0.012,0,0.036,0.008,0.056,0.056,0.048,0.267,0.015,0.006,0.02,0.007,0.027,0.018
338,0.034,0.11,0.024,0.019,0.211,0.012,0.005,0.044,0.009,0.012,0,0.034,0.063,0.129,0.05,0.046,0.228,0.014,0.056,0.025,0.009,0.022,0.028
339,0.027,0.118,0.019,0.02,0.199,0.011,0.003,0.043,0.008,0.012,0.003,0.037,0.096,0.194,0.045,0.046,0.143,0.017,0.072,0.052,0.009,0.019,0.015
340,0.019,0.102,0.022,0.019,0.191,0.014,0.003,0.081,0.008,0.012,0.022,0.04,0.122,0.177,0.036,0.043,0.125,0.225,0.079,0.037,0.019,0.018,0.019
341,0.019,0.08,0.019,0.019,0.191,0.011,0.003,0.134,0.008,0.018,0.018,0.047,0.242,0.156,0.035,0.036,0.118,0.228,0.058,0.03,0.012,0.021,0.012
342,0.021,0.075,0.019,0.012,0.186,0.008,0.003,0.139,0.01,0.017,0.01,0.099,0.228,0.103,0.033,0.034,0.112,0.22,0.055,0.052,0.012,0.049,0.013
343,0.016,0.048,0.053,0.009,0.173,0.008,0.003,0.128,0.03,0.018,0.011,0.141,0.173,0.198,0.036,0.029,0.107,0.204,0.051,0.057,0.01,0.061,0.014
344,0.024,0.043,0.112,0.009,0.183,0.006,0.003,0.113,0.043,0.026,0.052,0.183,0.126,0.25,0.028,0.029,0.111,0.192,0.055,0.066,0.018,0.06,0.013
345,0.025,0.044,0.145,0.008,0.159,0.01,0.003,0.103,0.047,0.025,0.418,0.18,0.113,0.347,0.022,0.024,0.109,0.135,0.048,0.057,0.018,0.054,0.013
346,0.033,0.047,0.141,0.008,0.161,0.008,0.003,0.078,0.039,0.032,0.517,0.166,0.105,0.618,0.019,0.024,0.111,0.11,0.048,0.1,0.018,0.049,0.009
347,0.074,0.052,0.144,0.007,0.156,0.005,0.003,0.062,0.027,0.033,0.525,0.156,0.106,0.63,0.022,0.022,0.141,0.087,0.045,0.097,0.017,0.042,0.011
348,0.114,0.054,0.142,0.006,0.143,0.005,0.003,0.106,0.018,0.054,0.499,0.136,0.11,0.61,0.037,0.024,0.243,0.075,0.036,0.081,0.065,0.031,0.008
349,0.125,0.07,0.133,0.003,0.14,0.012,0.003,0.105,0.015,0.112,0.468,0.131,0.107,0.587,0.019,0.024,0.289,0.06,0.026,0.066,0.095,0.025,0.009
350,0.122,0.07,0.125,0.003,0.14,0.043,0.003,0.092,0.015,0.117,0.43,0.108,0.102,0.536,0.019,0.023,0.322,0.055,0.023,0.032,0.103,0.074,0.008
351,0.097,0.062,0.113,,0.136,0.044,0.003,0.077,0.015,0.184,0.415,0.099,0.088,0.468,0.017,0.024,0.339,0.06,0.023,0.032,0.121,0.106,0.008
352,0.081,0.057,0.341,,0.133,0.043,0.003,0.079,0.015,0.168,0.398,0.087,0.085,0.402,0.027,0.022,0.309,0.035,0.041,0.029,0.109,0.148,0.005
353,0.08,0.116,0.479,,0.135,0.046,0.003,0.066,0.015,0.115,0.31,0.076,0.101,0.295,0.026,0.022,0.294,0.026,0.064,0.029,0.029,0.124,0.006
354,0.135,0.192,0.497,,0.134,0.037,0.003,0.066,0.011,0.1,0.219,0.064,0.151,0.253,0.032,0.02,0.264,0.018,0.131,0.022,0.029,0.194,0.009
355,0.199,0.194,0.505,,0.132,0.036,0.005,0.065,0.009,0.078,0.183,0.059,0.233,0.228,0.051,0.017,0.245,0.026,0.078,0.022,0.029,0.216,0.041
356,0.198,0.193,0.491,,0.119,0.041,0.029,0.069,,0.059,0.171,0.054,0.226,0.213,0.059,0.021,0.241,0.058,0.071,0.022,0.029,0.207,0.072
357,0.181,0.185,0.482,,0.115,0.101,0.06,0.06,,0.054,0.157,0.051,0.271,0.193,0.079,0.018,0.225,0.133,0.065,0.022,0.041,0.185,0.069
358,0.232,0.159,0.477,0.322,0.145,0.335,0.06,0.063,0.235,0.053,0.141,0.109,0.21,0.17,0.082,0.018,0.21,0.151,0.056,0.031,0.069,0.173,0.064
359,0.224,0.137,0.425,0.324,0.153,0.342,0.052,0.063,0.266,0.046,0.128,0.166,0.17,0.165,0.074,0.017,0.22,0.139,0.041,0.068,0.059,0.163,0.085
360,0.212,0.137,0.213,0.318,0.159,0.359,0.101,0.059,0.202,0.046,0.12,0.181,0.157,0.138,0.067,0.014,0.266,0.117,0.042,0.097,0.051,0.168,0.099
361,0.174,0.115,0.2,0.303,0.147,0.319,0.254,0.059,0.184,0.04,0.107,0.164,0.154,0.128,0.057,0.015,0.278,0.112,0.061,0.146,0.035,0.155,0.103
362,0.166,0.105,0.195,0.268,0.138,0.316,0.279,0.052,0.152,0.038,0.1,0.159,0.147,0.093,0.059,0.015,0.279,0.089,0.084,0.382,0.027,0.16,0.098
363,0.166,0.038,0.196,0.228,0.132,0.305,0.267,0.054,0.145,0.037,0.091,0.159,0.137,0.117,0.044,0.015,0.273,0.099,0.158,0.232,0.025,0.148,0.078
364,0.159,0.036,0.185,0.22,0.132,0.27,0.261,0.053,0.155,0.04,0.091,0.161,0.132,0.11,0.039,0.028,0.236,0.088,0.206,0.229,0.022,0.138,0.07
365,0.148,0.038,0.184,0.21,0.106,0.209,0.235,0.051,0.202,0.032,0.084,0.168,0.119,0.083,0.037,0.079,0.213,0.114,0.2,0.184,0.024,0.135,0.052
